prototype,name,n_descriptors,descriptors
19,"demons, halloween, crappy sequel",3,tags=demons(score=37.500); tags=halloween(score=33.482); tags=crappy sequel(score=31.250)
20,"adapted from:game, based on a video game, lame",3,tags=adapted from:game(score=62.500); tags=based on a video game(score=62.500); tags=lame(score=62.500)
21,"incest, suburbia, dark comedy",3,tags=incest(score=52.083); tags=suburbia(score=28.409); tags=dark comedy(score=21.307)
22,"school, bullying, coming-of-age",3,tags=school(score=33.482); tags=bullying(score=26.042); tags=coming-of-age(score=15.121)
23,"zombies, gore, zombie",3,tags=zombies(score=78.125); tags=gore(score=52.083); tags=zombie(score=39.062)
24,"weed, depression, off-beat comedy",3,tags=weed(score=33.482); tags=depression(score=13.587); tags=off-beat comedy(score=11.161)
25,"post-apocalyptic, effects, robot",3,tags=post-apocalyptic(score=36.765); tags=effects(score=36.058); tags=robot(score=34.722)
26,"court, courtroom drama, civil war",3,tags=court(score=26.042); tags=courtroom drama(score=24.038); tags=civil war(score=20.380)
27,"kurosawa, silent, samurai",3,tags=kurosawa(score=52.083); tags=silent(score=49.716); tags=samurai(score=44.643)
28,"nudity (topless - notable), destiny, Crime",3,tags=nudity (topless - notable)(score=6.250); tags=destiny(score=4.167); genres=Crime(score=3.511)
29,"screwball, screwball comedy, witty",3,tags=screwball(score=55.147); tags=screwball comedy(score=43.403); tags=witty(score=31.250)
30,"predictable, good romantic comedies, romantic comedy",3,tags=predictable(score=29.762); tags=good romantic comedies(score=14.205); tags=romantic comedy(score=10.222)
31,"oscar (best supporting actress), censorship, exceptional acting",3,tags=oscar (best supporting actress)(score=18.858); tags=censorship(score=17.361); tags=exceptional acting(score=15.625)
32,"pretentious, deadpan, death penalty",3,tags=pretentious(score=44.643); tags=deadpan(score=36.058); tags=death penalty(score=31.250)
33,"vietnam, vietnam war, francis ford copolla",3,tags=vietnam(score=46.875); tags=vietnam war(score=39.062); tags=francis ford copolla(score=33.482)
34,"spock, snakes, star trek",3,tags=spock(score=78.125); tags=snakes(score=52.083); tags=star trek(score=52.083)
35,"so bad it's funny, sex, erotic",3,tags=so bad it's funny(score=24.038); tags=sex(score=10.081); tags=erotic(score=9.973)
36,"star wars, good acting, original plot",3,tags=star wars(score=78.125); tags=good acting(score=58.036); tags=original plot(score=46.875)
37,"explosions, terrorism, islam",3,tags=explosions(score=31.250); tags=terrorism(score=31.250); tags=islam(score=24.038)
38,"kurosawa, private detective, photography",3,tags=kurosawa(score=52.083); tags=private detective(score=31.250); tags=photography(score=28.409)
39,"18th century, meditative, film noir",3,tags=18th century(score=10.417); tags=meditative(score=9.014); tags=film noir(score=8.681)
40,"conspiracy theory, excellent, lawyers",3,tags=conspiracy theory(score=27.574); tags=excellent(score=22.321); tags=lawyers(score=20.559)
41,"lesbian, life philosophy, dysfunctional family",3,tags=lesbian(score=36.058); tags=life philosophy(score=19.531); tags=dysfunctional family(score=8.929)
42,"directorial debut, hip hop, addiction",3,tags=directorial debut(score=78.125); tags=hip hop(score=26.042); tags=addiction(score=24.671)
43,"cute!, afterlife, geek",3,tags=cute!(score=39.062); tags=afterlife(score=39.062); tags=geek(score=31.250)
44,"super-hero, comic book, adapted from:comic",3,tags=super-hero(score=14.881); tags=comic book(score=14.205); tags=adapted from:comic(score=13.021)
45,"french, paris, foreign",3,tags=french(score=17.361); tags=paris(score=13.587); tags=foreign(score=12.019)
46,"vigilantism, vigilante, gangs",3,tags=vigilantism(score=41.667); tags=vigilante(score=25.000); tags=gangs(score=15.625)
47,"witches, divorce, witch",3,tags=witches(score=28.409); tags=divorce(score=24.038); tags=witch(score=19.531)
48,"bowling, suprisingly clever, great dialogue",3,tags=bowling(score=156.250); tags=suprisingly clever(score=44.643); tags=great dialogue(score=44.643)
49,"photography, voyeurism, brainwashing",3,tags=photography(score=28.409); tags=voyeurism(score=26.042); tags=brainwashing(score=24.038)
50,"afi 100 (movie quotes), afi 100, private detective",3,tags=afi 100 (movie quotes)(score=52.083); tags=afi 100(score=48.828); tags=private detective(score=31.250)
51,"latin america, silent, jews",3,tags=latin america(score=26.042); tags=silent(score=14.205); tags=jews(score=12.500)
52,"grindhouse, german, germany",3,tags=grindhouse(score=24.038); tags=german(score=12.019); tags=germany(score=10.417)
53,"lesbian, queer, glbt",3,tags=lesbian(score=24.038); tags=queer(score=19.055); tags=glbt(score=18.750)
54,"animal movie, cute!, dog",3,tags=animal movie(score=32.895); tags=cute!(score=29.297); tags=dog(score=15.625)
55,"explosions, realistic action, action packed",3,tags=explosions(score=18.750); tags=realistic action(score=16.447); tags=action packed(score=14.349)
56,"spaghetti western, nuclear bomb, ennio morricone",3,tags=spaghetti western(score=111.607); tags=nuclear bomb(score=104.167); tags=ennio morricone(score=62.500)
57,"zombie, mutants, gruesome",3,tags=zombie(score=52.083); tags=mutants(score=31.250); tags=gruesome(score=29.297)
58,"journalism, heartbreaking, exceptional acting",3,tags=journalism(score=39.062); tags=heartbreaking(score=27.174); tags=exceptional acting(score=26.042)
59,"oscar (best foreign language film), neo-noir, documentary",3,tags=oscar (best foreign language film)(score=12.500); tags=neo-noir(score=8.013); tags=documentary(score=7.622)
60,"book, nudity (full frontal - notable), books",3,tags=book(score=14.205); tags=nudity (full frontal - notable)(score=12.500); tags=books(score=8.929)
61,"complex characters, court, courtroom drama",3,tags=complex characters(score=62.500); tags=court(score=26.042); tags=courtroom drama(score=24.038)
62,"1980s, prostitution, 80s",3,tags=1980s(score=43.945); tags=prostitution(score=22.321); tags=80s(score=20.380)
63,"television, cheerleading, parody",3,tags=television(score=39.062); tags=cheerleading(score=24.671); tags=parody(score=18.750)
64,"terrorism, dynamic cgi action, catastrophe",3,tags=terrorism(score=62.500); tags=dynamic cgi action(score=46.875); tags=catastrophe(score=39.062)
65,"nudity (topless - brief), book was better, courtroom drama",3,tags=nudity (topless - brief)(score=26.042); tags=book was better(score=24.038); tags=courtroom drama(score=24.038)
66,"western, Western, fight scenes",3,tags=western(score=15.244); genres=Western(score=10.417); tags=fight scenes(score=5.123)
67,"indie, depressing, suburbia",3,tags=indie(score=78.125); tags=depressing(score=39.062); tags=suburbia(score=28.409)
68,"crude humor, virginity, dumb but funny",3,tags=crude humor(score=39.062); tags=virginity(score=31.250); tags=dumb but funny(score=25.000)
69,"grindhouse, german, germany",3,tags=grindhouse(score=24.038); tags=german(score=12.019); tags=germany(score=10.417)
70,"dumb, crude humor, dumb but funny",3,tags=dumb(score=49.342); tags=crude humor(score=39.062); tags=dumb but funny(score=31.250)
71,"dog, dancing, family",3,tags=dog(score=10.417); tags=dancing(score=9.470); tags=family(score=7.764)
72,"better than the american version, humanity, androids",3,tags=better than the american version(score=78.125); tags=humanity(score=27.574); tags=androids(score=24.038)
73,"disney, disney animated feature, cartoon",3,tags=disney(score=23.148); tags=disney animated feature(score=22.321); tags=cartoon(score=18.825)
74,"idealism, hitchcock, kidnapping",3,tags=idealism(score=28.409); tags=hitchcock(score=15.024); tags=kidnapping(score=14.205)
75,"cross dressing, transgender, australia",3,tags=cross dressing(score=24.671); tags=transgender(score=24.038); tags=australia(score=23.437)
76,"computer game, internet, virtual reality",3,tags=computer game(score=44.643); tags=internet(score=44.643); tags=virtual reality(score=39.062)
77,"silent, family drama, emotional",3,tags=silent(score=28.409); tags=family drama(score=10.901); tags=emotional(score=10.081)
78,"boarding school, rags to riches, paris",3,tags=boarding school(score=39.062); tags=rags to riches(score=17.361); tags=paris(score=13.587)
79,"blood, dreamlike, gruesome",3,tags=blood(score=34.722); tags=dreamlike(score=31.250); tags=gruesome(score=29.297)
80,"too short, entertaining, kids and family",3,tags=too short(score=44.643); tags=entertaining(score=24.038); tags=kids and family(score=9.328)
81,"stupid, silly fun, funny as hell",3,tags=stupid(score=19.531); tags=silly fun(score=7.911); tags=funny as hell(score=7.102)
82,"indians, Western, western",3,tags=indians(score=15.625); genres=Western(score=13.021); tags=western(score=11.433)
83,"animal movie, bad plot, dog",3,tags=animal movie(score=16.447); tags=bad plot(score=16.447); tags=dog(score=10.417)
84,"german, literary adaptation, germany",3,tags=german(score=12.019); tags=literary adaptation(score=12.019); tags=germany(score=10.417)
85,"cooking, food, marriage",3,tags=cooking(score=78.125); tags=food(score=78.125); tags=marriage(score=26.042)
86,"nudity (rear), family drama, women",3,tags=nudity (rear)(score=39.062); tags=family drama(score=10.901); tags=women(score=9.566)
87,"silent, hitchcock, new york",3,tags=silent(score=21.307); tags=hitchcock(score=15.024); tags=new york(score=14.881)
88,"shopping, good romantic comedies, feel good movie",3,tags=shopping(score=104.167); tags=good romantic comedies(score=56.818); tags=feel good movie(score=31.250)
89,"prostitution, photography, deadpan",3,tags=prostitution(score=33.482); tags=photography(score=28.409); tags=deadpan(score=24.038)
90,"jane austen, 19th century, classical music",3,tags=jane austen(score=78.125); tags=19th century(score=52.083); tags=classical music(score=34.722)
91,"costume drama, eccentricity, compassionate",3,tags=costume drama(score=14.648); tags=eccentricity(score=11.161); tags=compassionate(score=10.776)
92,"unusual plot structure, period piece, feel-good",3,tags=unusual plot structure(score=10.776); tags=period piece(score=9.766); tags=feel-good(score=5.388)
93,"realistic, literary adaptation, german",3,tags=realistic(score=19.531); tags=literary adaptation(score=18.029); tags=german(score=12.019)
94,"nerds, dumb but funny, 1980s",3,tags=nerds(score=104.167); tags=dumb but funny(score=25.000); tags=1980s(score=24.414)
95,"1950s, monsters, monster",3,tags=1950s(score=44.643); tags=monsters(score=27.902); tags=monster(score=27.344)
96,"bad cgi, stupidity, idiotic",3,tags=bad cgi(score=78.125); tags=stupidity(score=24.671); tags=idiotic(score=24.038)
97,"broadway, dancing, Musical",3,tags=broadway(score=22.321); tags=dancing(score=14.205); genres=Musical(score=8.844)
98,"philosophical, sexualized violence, golden palm",3,tags=philosophical(score=15.625); tags=sexualized violence(score=12.500); tags=golden palm(score=12.255)
