prototype,name,n_descriptors,descriptors
17,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
18,"private detective, afi 100 (movie quotes), screwball",3,tags=private detective(score=46.875); tags=afi 100 (movie quotes)(score=37.202); tags=screwball(score=36.765)
19,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
20,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
21,"star wars, saturn award (best special effects), oscar (best sound)",3,tags=star wars(score=117.187); tags=saturn award (best special effects)(score=109.375); tags=oscar (best sound)(score=104.167)
22,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
23,"star wars, saturn award (best special effects), oscar (best effects - visual effects)",3,tags=star wars(score=117.187); tags=saturn award (best special effects)(score=109.375); tags=oscar (best effects - visual effects)(score=104.167)
24,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
25,"star wars, saturn award (best special effects), oscar (best sound)",3,tags=star wars(score=117.187); tags=saturn award (best special effects)(score=109.375); tags=oscar (best sound)(score=104.167)
26,"star wars, oscar (best sound), oscar (best effects - visual effects)",3,tags=star wars(score=117.187); tags=oscar (best sound)(score=104.167); tags=oscar (best effects - visual effects)(score=93.750)
27,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
28,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
29,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
30,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
31,"oscar (best writing - screenplay written directly for the screen), suprisingly clever, good acting",3,tags=oscar (best writing - screenplay written directly for the screen)(score=66.964); tags=suprisingly clever(score=66.964); tags=good acting(score=62.500)
32,"love triangles, private detective, afi 100 (movie quotes)",3,tags=love triangles(score=78.125); tags=private detective(score=46.875); tags=afi 100 (movie quotes)(score=37.202)
33,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
34,"star wars, saturn award (best special effects), oscar (best effects - visual effects)",3,tags=star wars(score=117.187); tags=saturn award (best special effects)(score=109.375); tags=oscar (best effects - visual effects)(score=104.167)
35,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
36,"private detective, afi 100 (movie quotes), screwball",3,tags=private detective(score=46.875); tags=afi 100 (movie quotes)(score=37.202); tags=screwball(score=36.765)
37,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
38,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
39,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
40,"star wars, saturn award (best special effects), oscar (best effects - visual effects)",3,tags=star wars(score=117.187); tags=saturn award (best special effects)(score=109.375); tags=oscar (best effects - visual effects)(score=104.167)
41,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
42,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
43,"private detective, afi 100 (movie quotes), screwball",3,tags=private detective(score=46.875); tags=afi 100 (movie quotes)(score=37.202); tags=screwball(score=36.765)
44,"oscar (best writing - screenplay written directly for the screen), suprisingly clever, good acting",3,tags=oscar (best writing - screenplay written directly for the screen)(score=66.964); tags=suprisingly clever(score=66.964); tags=good acting(score=66.964)
45,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
46,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
47,"visuals, nonlinear, thought-provoking",3,tags=visuals(score=78.125); tags=nonlinear(score=62.500); tags=thought-provoking(score=54.687)
48,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
49,"love triangles, private detective, afi 100 (movie quotes)",3,tags=love triangles(score=78.125); tags=private detective(score=46.875); tags=afi 100 (movie quotes)(score=37.202)
50,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
51,"love triangles, screwball, screwball comedy",3,tags=love triangles(score=78.125); tags=screwball(score=36.765); tags=screwball comedy(score=34.722)
52,"love triangles, private detective, afi 100 (movie quotes)",3,tags=love triangles(score=78.125); tags=private detective(score=46.875); tags=afi 100 (movie quotes)(score=37.202)
53,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
54,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
55,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
56,"star wars, saturn award (best special effects), oscar (best sound)",3,tags=star wars(score=117.187); tags=saturn award (best special effects)(score=109.375); tags=oscar (best sound)(score=104.167)
57,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
58,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
59,"star wars, saturn award (best special effects), oscar (best sound)",3,tags=star wars(score=117.187); tags=saturn award (best special effects)(score=109.375); tags=oscar (best sound)(score=104.167)
60,"visuals, nonlinear, thought-provoking",3,tags=visuals(score=78.125); tags=nonlinear(score=62.500); tags=thought-provoking(score=54.687)
61,"visuals, nonlinear, thought-provoking",3,tags=visuals(score=78.125); tags=nonlinear(score=62.500); tags=thought-provoking(score=54.687)
62,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
63,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
64,"anti-war, oscar (best writing - screenplay written directly for the screen), suprisingly clever",3,tags=anti-war(score=66.964); tags=oscar (best writing - screenplay written directly for the screen)(score=66.964); tags=suprisingly clever(score=66.964)
65,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
66,"star wars, saturn award (best special effects), oscar (best effects - visual effects)",3,tags=star wars(score=117.187); tags=saturn award (best special effects)(score=109.375); tags=oscar (best effects - visual effects)(score=104.167)
67,"man versus machine, star wars, original plot",3,tags=man versus machine(score=117.187); tags=star wars(score=117.187); tags=original plot(score=109.375)
68,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
69,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
70,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
71,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
72,"oscar (best writing - screenplay written directly for the screen), suprisingly clever, good acting",3,tags=oscar (best writing - screenplay written directly for the screen)(score=66.964); tags=suprisingly clever(score=66.964); tags=good acting(score=66.964)
73,"shopping, good romantic comedies, wedding",3,tags=shopping(score=156.250); tags=good romantic comedies(score=63.920); tags=wedding(score=44.643)
74,"oscar (best writing - screenplay written directly for the screen), suprisingly clever, good acting",3,tags=oscar (best writing - screenplay written directly for the screen)(score=66.964); tags=suprisingly clever(score=66.964); tags=good acting(score=66.964)
75,"private detective, afi 100 (movie quotes), screwball",3,tags=private detective(score=46.875); tags=afi 100 (movie quotes)(score=37.202); tags=screwball(score=36.765)
