prototype,name,n_descriptors,descriptors
61,"Sci-Fi, classic, original",3,genres=Sci-Fi(score=0.650); tags=classic(score=0.600); tags=original(score=0.600)
62,"Drama, criterion, masterpiece",3,genres=Drama(score=0.900); tags=criterion(score=0.700); tags=masterpiece(score=0.600)
63,"Comedy, Romance, girlie movie",3,genres=Comedy(score=0.800); genres=Romance(score=0.650); tags=girlie movie(score=0.650)
64,"Drama, great acting, original",3,genres=Drama(score=0.850); tags=great acting(score=0.800); tags=original(score=0.800)
65,"Drama, oscar (best actress), oscar (best directing)",3,genres=Drama(score=1.000); tags=oscar (best actress)(score=0.700); tags=oscar (best directing)(score=0.650)
66,"original, Comedy, Animation",3,tags=original(score=0.950); genres=Comedy(score=0.800); genres=Animation(score=0.500)
67,"Comedy, Children's, kids",3,genres=Comedy(score=0.950); genres=Children's(score=0.550); tags=kids(score=0.300)
68,"Romance, Comedy, romantic",3,genres=Romance(score=0.700); genres=Comedy(score=0.650); tags=romantic(score=0.650)
69,"Children's, Comedy, family",3,genres=Children's(score=0.800); genres=Comedy(score=0.700); tags=family(score=0.500)
70,"Comedy, Romance, Drama",3,genres=Comedy(score=0.950); genres=Romance(score=0.300); genres=Drama(score=0.250)
71,"Action, action, good action",3,genres=Action(score=1.000); tags=action(score=0.800); tags=good action(score=0.600)
72,"Drama, Western, gunfight",3,genres=Drama(score=0.400); genres=Western(score=0.300); tags=gunfight(score=0.300)
73,"Drama, Thriller, comedy",3,genres=Drama(score=0.500); genres=Thriller(score=0.300); tags=comedy(score=0.300)
74,"Comedy, comedy, funny",3,genres=Comedy(score=0.650); tags=comedy(score=0.600); tags=funny(score=0.450)
75,"criterion, Documentary, Drama",3,tags=criterion(score=0.550); genres=Documentary(score=0.450); genres=Drama(score=0.350)
76,"Drama, Comedy, Romance",3,genres=Drama(score=0.650); genres=Comedy(score=0.600); genres=Romance(score=0.450)
