item_id,item,title,year,genres,tags,item weight,prototype
255,861,Supercop (1992),1992,Action|Thriller,action|action packed|fight scenes|fighting|good action|hong kong|kung fu|martial arts|police,1.9876046,1
784,70,From Dusk Till Dawn (1996),1996,Action|Comedy|Crime|Horror|Thriller,action|blood|bloody|brothers|brutality|cool|cult classic|cult film|fun movie|good soundtrack|gore|gory|gratuitous violence|horror|original|splatter|strippers|stylish|tarantino|vampire|vampires|violence|violent,1.979573,1
1594,112,Rumble in the Bronx (1995),1995,Action|Adventure|Crime,action|fight scenes|fighting|good action|hong kong|kung fu|martial arts,1.9787166,1
1325,2232,Cube (1997),1997,Sci-Fi|Thriller,cerebral|claustrophobic|complex|cult film|dialogue|existentialism|futuristic|gory|intellectual|low budget|mathematics|maze|mindfuck|original|paranoia|psychological|psychology|sci fi|science fiction|scifi|survival|twists & turns|very interesting|visually appealing|weird,1.9763626,1
365,1339,Bram Stoker's Dracula (1992),1992,Horror|Romance,adaptation|adapted from:book|based on a book|based on book|bdsm|book|dark fantasy|francis ford copolla|goth|gothic|horror|love story|original|vampire|vampires|visual|visually appealing,1.9743453,1
667,3300,Pitch Black (2000),2000,Action|Sci-Fi,alien|alien invasion|aliens|anti-hero|dark hero|first contact|futuristic|nocturnal|sci fi|sci-fi|science fiction|scifi|space|space travel|special effects|stranded|visual,1.9727737,1
2274,2625,Black Mask (Hak hap) (1996),1996,Action,action|fight scenes|good action|hong kong|kung fu|martial arts,1.9698513,1
1195,1429,Jackie Chan's First Strike (1996),1996,Action,action|fight scenes|fighting|good action|hong kong|kung fu|male nudity|martial arts,1.9662266,1
1471,1590,Event Horizon (1997),1997,Action|Mystery|Sci-Fi|Thriller,alien|bloody|creepy|first contact|futuristic|gory|horror|scary|sci fi|sci-fi|science fiction|scifi|space|space travel|splatter,1.9633145,1
137,1136,Monty Python and the Holy Grail (1974),1974,Comedy,absurd|british|british comedy|classic|clever|comedy|criterion|cult classic|cult film|england|funniest movies|funny|funny as hell|gilliam|goofy|great ending|highly quotable|hilarious|humor|humorous|imdb top 250|irreverent|king arthur|masterpiece|medieval|monty python|off-beat comedy|original|quotable|rabbits|sarcasm|satire|satirical|silly|storytelling|very funny|weird,1.9976733,2
12,2791,Airplane! (1980),1980,Comedy,absurd|airplane|classic|comedy|deadpan|farce|funniest movies|funny|funny as hell|goofy|hilarious|humor|humorous|original|parody|quotable|silly|silly fun|slapstick|spoof,1.9639637,2
113,1394,Raising Arizona (1987),1987,Comedy,absurd|affectionate|amazing cinematography|classic|coen bros|coen brothers|comedy|crime|cult classic|dark humor|funny|goofy|hilarious|imdb top 250|kidnapping|masterpiece|narrated|off-beat comedy|original|parenthood|prison escape|quirky|quotable|storytelling|surreal|weird|witty,1.9635189,2
112,3421,Animal House (1978),1978,Comedy,1960s|beer|classic|college|comedy|cult classic|drinking|funniest movies|funny|good soundtrack|goofy|hilarious|humorous|imdb top 250|original|quotable,1.9626399,2
116,1079,"Fish Called Wanda, A (1988)",1988,Comedy,absurd|british|british comedy|caper|classic|clever|comedy|dark humor|excellent script|farce|funniest movies|funny|great acting|greed|hilarious|humor|humorous|imdb top 250|off-beat comedy|original|oscar|oscar (best supporting actor)|quotable|twists & turns|witty,1.9623035,2
4,2804,"Christmas Story, A (1983)",1983,Comedy|Drama,childhood|christmas|classic|holiday|imdb top 250|narrated|nostalgic|original|quotable|storytelling,1.9562869,2
132,3671,Blazing Saddles (1974),1974,Comedy|Western,absurd|classic|comedy|cult classic|funniest movies|funny|funny as hell|goofy|gunfight|hilarious|humor|humorous|imdb top 250|off-beat comedy|original|parody|quotable|race issues|satire|satirical|silly fun|social commentary|spoof|western,1.9098831,2
125,1197,"Princess Bride, The (1987)",1987,Action|Adventure|Comedy|Romance,action|adapted from:book|adventure|affectionate|based on a book|based on book|classic|comedy|cult classic|fairy tale|fairy tales|fantasy|feel-good|good versus evil|great movie|happy ending|highly quotable|humorous|imdb top 250|love|love story|medieval|modern fantasy|original|quotable|romance|romantic|story|storytelling|swashbuckler|sweet|sword fight|sword fighting|whimsical|witty,1.9053504,2
377,1278,Young Frankenstein (1974),1974,Comedy|Horror,affectionate|amazing cinematography|black and white|classic|comedy|farce|funniest movies|funny|funny as hell|hilarious|imdb top 250|masterpiece|monster|original|parody|quotable|spoof,1.8921268,2
515,1080,Monty Python's Life of Brian (1979),1979,Comedy,absurd|biblical|british|british comedy|christianity|comedy|controversial|dark humor|funniest movies|funny|funny as hell|gilliam|goofy|hilarious|humor|humorous|imdb top 250|irreverent|jesus|life|male nudity|monty python|original|parody|quotable|religion|sarcasm|satire|satirical|very funny,1.8871156,2
2524,1428,Angel Baby (1995),1995,Drama,,1.9987566,3
1891,3423,School Daze (1988),1988,Drama,college,1.9967082,3
2391,1508,Traveller (1997),1997,Drama,character study|con artists|con men|irish|original|redemption|very interesting,1.9937271,3
1395,268,Little Odessa (1994),1994,Drama,dysfunctional family|hit men|mafia|violence,1.990392,3
2234,2963,Joe the King (1999),1999,Crime|Drama,bleak|childhood|coming of age|dysfunctional family,1.9903817,3
2676,1421,Grateful Dead (1995),1995,Documentary,,1.9898369,3
2264,3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",1999,Drama,assassin|assassination|beautifully filmed|betrayal|breathtaking|china|cinematography|complex|dramatic|epic|foreign|good soundtrack|great cinematography|historical|history|intimate|original|period piece|revolution|sacrifice|stunning|stylized|sword fighting|us history|visual|visually appealing|visually stunning,1.9893367,3
2018,1112,Palookaville (1996),1996,Action|Drama,heist|new jersey,1.9844925,3
2577,806,American Buffalo (1996),1996,Drama,based on a play|dialogue|great acting|great dialogue|talky,1.9831278,3
2081,214,Before the Rain (Pred dozhdot) (1994),1994,Drama,brutality|cinematography|complex|criterion|foreign|masterpiece|melancholic|non-linear|storytelling|wartime,1.980833,3
2585,2169,Dead Man on Campus (1998),1998,Comedy,college|comedy|funny|goofy|hilarious|suicide|teen movie|very funny|weed,1.998423,4
2571,2296,"Night at the Roxbury, A (1998)",1998,Comedy,brothers|comedy|dumb|funniest movies|funny|funny as hell|goofy|hilarious|idiotic|saturday night live|silly fun|stupid|stupidity|very funny,1.9965196,4
2659,65,Bio-Dome (1996),1996,Comedy,comedy|dumb|dumb but funny|funniest movies|goofy|idiotic|silly fun|stupid|stupid as hell|stupidity,1.9959786,4
1971,2335,"Waterboy, The (1998)",1998,Comedy,comedy|dumb|dumb but funny|football|fun|funniest movies|funny|funny as hell|goofy|hilarious|idiotic|saturday night live|silly|silly fun|sports|stupid|stupidity|very funny,1.9919232,4
564,88,Black Sheep (1996),1996,Comedy,comedy|funny|funny as hell|hilarious|sarcasm|saturday night live|very funny,1.9915766,4
1639,19,Ace Ventura: When Nature Calls (1995),1995,Comedy,africa|comedy|crude humor|detective|dumb|dumb but funny|funniest movies|funny|funny as hell|good sequel|goofy|gross-out|hilarious|parody|sequel|sequels|silly|silly fun|stupid as hell|stupidity|very funny,1.9885211,4
1155,3821,Nutty Professor II: The Klumps (2000),2000,Comedy,alter ego|buddy movie|comedy|crappy sequel|family|funny|good sequel|sequel|sequels,1.9821179,4
2049,325,National Lampoon's Senior Trip (1995),1995,Comedy,comedy|funny|funny as hell|goofy|high school|road trip|stoner movie|stupid|teen|teen movie|teens|very funny,1.981659,4
2113,3511,Ready to Rumble (2000),2000,Comedy,comedy,1.9770567,4
2262,3146,Deuce Bigalow: Male Gigolo (1999),1999,Comedy,comedy|dumb|dumb but funny|fish|funniest movies|funny|funny as hell|goofy|hilarious|parody|saturday night live|silly fun|stupid|stupidity|very funny,1.976329,4
1840,1807,"Cool Dry Place, A (1998)",1998,Drama,destiny|drama|excellent script|father son relationship|good|great acting|great movie|life & death|mentor|parenthood|single father|small town,1.993691,5
620,1672,"Rainmaker, The (1997)",1997,Drama,adapted from:book|based on a book|based on book|books|business|chase|corruption|court|courtroom|courtroom drama|drama|good|great movie|greed|interesting|justice|lawyer|lawyers|mentor,1.9864471,5
735,1711,Midnight in the Garden of Good and Evil (1997),1997,Comedy|Crime|Drama|Mystery,adapted from:book|based on a book|based on book|book|books|gay character,1.9848232,5
1451,3250,Alive (1993),1993,Drama,adapted from:book|based on a book|based on a true story|based on book|based on true story|cannibalism|courage|dialogue|dramatic|inspirational|lone hero|story|survival|true story,1.9790192,5
1301,3916,Remember the Titans (2000),2000,Drama,based on a true story|based on true story|drama|excellent|feel good movie|feel-good|football|good|great acting|great movie|high school|inspirational|inspiring|mentor|race issues|racism|segregation|sports|true story|unlikely friendships,1.9788234,5
72,1873,"Misérables, Les (1998)",1998,Drama,adaptation|adapted from:book|based on a book|based on book|books|good|literature,1.9776014,5
242,266,Legends of the Fall (1994),1994,Drama|Romance|War|Western,amazing cinematography|beautiful scenery|bittersweet|breathtaking|cinematography|destiny|drama|dramatic|emotional|epic|family bonds|great acting|indians|long|love story|oscar (best cinematography)|war,1.9701666,5
97,2501,October Sky (1999),1999,Drama,astronauts|based on a true story|based on true story|childhood|coming of age|courage|destiny|dreams|father son relationship|feel good movie|feel-good|great|great movie|heartwarming|inspirational|inspiring|mentor|mining|nasa|nostalgic|rags to riches|science|small town|space|space program|touching|true story,1.9663134,5
609,2433,"Civil Action, A (1998)",1998,Drama,adapted from:book|based on a book|based on a true story|based on book|based on true story|courtroom|courtroom drama|drama|greed|justice|lawyer|lawyers|oscar (best supporting actor)|true story,1.9632981,5
1371,1693,Amistad (1997),1997,Drama,africa|based on a true story|based on true story|civil war|courage|courtroom|drama|dramatic|factual|freedom|genocide|historical|history|oscar (best cinematography)|period piece|rebellion|slavery|spielberg|true story|us history,1.9613163,5
469,1129,Escape from New York (1981),1981,Action|Adventure|Sci-Fi|Thriller,action|action packed|anti-hero|cool|cult classic|cult film|dystopia|future|futuristic|good action|gunfight|lone hero|new york|new york city|nocturnal|original|prison|sci fi|sci-fi|science fiction|scifi|snakes,1.9954603,6
653,3704,Mad Max Beyond Thunderdome (1985),1985,Action|Sci-Fi,70mm|action|apocalypse|chase|desert|dystopia|franchise|future|good action|lone hero|post apocalyptic|post-apocalyptic,1.981626,6
849,3770,Dreamscape (1984),1984,Adventure|Crime|Sci-Fi|Thriller,dreams|fantasy|fun movie|mentor|sci fi|sci-fi|science fiction|scifi|snakes|special effects|stop motion|surreal,1.9717155,6
644,2311,2010 (1984),1984,Mystery|Sci-Fi,adapted from:book|aliens|astronauts|based on a book|based on book|cerebral|cold war|first contact|future|futuristic|good sequel|intelligent sci-fi|sci fi|sci-fi|science fiction|scifi|sequel|space|space opera|space travel|special effects|technology|visual,1.9684157,6
703,1275,Highlander (1986),1986,Action|Adventure,action|awesome soundtrack|cult classic|fantasy|fight scenes|fighting|franchise|good versus evil|great|great ending|great movie|immortality|mentor|modern fantasy|mythology|original|original plot|sci fi|science fiction|series|special effects|story|sword fight|sword fighting|vengeance,1.9674008,6
741,1587,Conan the Barbarian (1982),1982,Action|Adventure,action|adventure|arnold|awesome soundtrack|based on a comic|brutality|classic|cult classic|cult film|dialogue|epic|fantasy|fantasy world|fight scenes|fighting|high fantasy|immortality|mythology|quotable|snakes|special effects|storytelling|sword fight|sword fighting|vengeance|violence|violent|visual|weapons|wizards,1.966275,6
690,2985,Robocop (1987),1987,Action|Crime|Sci-Fi,80s|action|android(s)/cyborg(s)|brutality|chase|criterion|cult classic|cyborgs|dialogue|dystopia|dystopic future|foul language|future|futuristic|good action|original|police|robot|robots|sci fi|sci-fi|science fiction|scifi|special effects|splatter|stop motion|story|vengeance|violence|violent|visceral|weapons,1.9631274,6
513,2021,Dune (1984),1984,Fantasy|Sci-Fi,adaptation|adapted from:book|based on a book|based on book|book|book was better|books|complex|dark fantasy|desert|fantasy|futuristic|lynch|sci fi|sci-fi|science fiction|scifi|space opera|space travel|special effects|technology|visual|visually stunning|weird,1.9561224,6
650,3701,Alien Nation (1988),1988,Crime|Drama|Sci-Fi,alien|aliens|allegory|first contact|humanity|sci fi|sci-fi|science fiction|scifi,1.9531083,6
771,1994,Poltergeist (1982),1982,Horror|Thriller,70mm|creepy|effects|excellent script|family|frightening|ghosts|ghosts/afterlife|haunted house|horror|ominous|original|scary|special effects|spielberg|supernatural|suspense|suspenseful|tense,1.949327,6
33,1961,Rain Man (1988),1988,Drama,autism|brothers|disability|drama|dramatic|emotional|excellent script|exceptional acting|feel-good|good|great acting|great movie|greed|heartwarming|imdb top 250|mentor|oscar|oscar (best actor)|oscar (best actress)|oscar (best directing)|oscar (best picture)|oscar winner|road movie|road trip|touching,1.9881041,7
337,1307,When Harry Met Sally... (1989),1989,Comedy|Romance,chick flick|classic|cute|destiny|dialogue|excellent script|feel-good|friendship|girlie movie|good romantic comedies|happy ending|love story|new york|oscar (best writing - screenplay written directly for the screen)|quotable|relationships|romance|romantic|romantic comedy|sweet|unlikely friendships|women,1.9590883,7
869,2915,Risky Business (1983),1983,Comedy,1980s|80s|adolescence|awesome soundtrack|coming of age|coming-of-age|good soundtrack|high school|prostitution|rebellion|rock and roll|teen|teen movie|teenager|teenagers|teens,1.9495482,7
854,3361,Bull Durham (1988),1988,Comedy,baseball|mentor|relationships|sports,1.9348435,7
523,1302,Field of Dreams (1989),1989,Drama,baseball|destiny|drama|fantasy|father son relationship|feel good movie|feel-good|great movie|mentor|nostalgic|redemption|sentimental|sports|touching,1.9129324,7
44,1246,Dead Poets Society (1989),1989,Drama,adolescence|awesome soundtrack|bittersweet|boarding school|childhood|coming of age|destiny|drama|excellent script|friendship|great acting|great movie|imdb top 250|inspirational|inspiring|literature|mentor|oscar (best supporting actor)|powerful ending|rebellion|school|sentimental|story|teacher|teen|touching,1.9047143,7
31,150,Apollo 13 (1995),1995,Drama,astronauts|based on a true story|based on true story|catastrophe|claustrophobic|courage|drama|dramatic|excellent script|factual|great acting|historical|history|mars|moon|nasa|nostalgic|oscar (best directing)|oscar winner|science|space|space opera|space program|space travel|stranded|suspense|tense|true story,1.8548863,7
546,3448,"Good Morning, Vietnam (1987)",1987,Comedy|Drama|War,based on a true story|based on true story|best war films|censorship|comedy|drama|dramatic|funny|good|humorous|military|radio|true story|vietnam|vietnam war|war|war movie|wartime,1.8540709,7
15,2797,Big (1988),1988,Comedy|Fantasy,80s|adolescence|childhood|children|comedy|fun movie|girlie movie|kids|kids and family|mentor|nostalgic|toys|unlikely friendships,1.8402075,7
89,2396,Shakespeare in Love (1998),1998,Comedy|Romance,british|chick flick|costume drama|drama|england|excellent script|girlie movie|great acting|literature|love story|oscar|oscar (best actress)|oscar (best directing)|oscar (best picture)|oscar (best supporting actress)|oscar winner|passionate|period piece|romance|romantic|romantic comedy|shakespeare|witty,1.8388866,7
663,446,Farewell My Concubine (1993),1993,Drama|Romance,adapted from:book|beautifully filmed|betrayal|china|cinematography|dramatic|foreign|friendship|love|opera|revolution|storytelling|stunning|visually appealing|visually stunning,1.9986084,8
175,3163,Topsy-Turvy (1999),1999,Drama,criterion,1.9884044,8
1329,1365,Ridicule (1996),1996,Drama,18th century|costume drama|foreign|france|french|male nudity|original|paris|period piece|pornography|revolution|witty,1.9877782,8
2005,2611,"Winslow Boy, The (1998)",1998,Drama,based on a play|costume drama|dialogue|drama|dramatic|england|period piece,1.9841993,8
1653,1446,Kolya (1996),1996,Comedy,amazing cinematography|beautifully filmed|childhood|excellent script|foreign|great acting|heartwarming|oscar (best foreign language film)|russian|sentimental|touching,1.982579,8
2088,85,Angels and Insects (1995),1995,Drama|Romance,19th century|costume drama|erotic|incest|male nudity|nudity (full frontal - notable)|period piece|secrets|visually stunning,1.9798031,8
2082,308,Three Colors: White (1994),1994,Drama,criterion|enigmatic|loneliness|love|marriage|meditative|melancholic|poland|reflective|relationships|tricky|trilogy,1.9781156,8
2272,2609,"King of Masks, The (Bian Lian) (1996)",1996,Drama,art|artistic|beautifully filmed|china|foreign|poignant|touching,1.9767416,8
2297,80,"White Balloon, The (Badkonake Sefid ) (1995)",1995,Drama,childhood|children|iran,1.974102,8
700,232,Eat Drink Man Woman (1994),1994,Comedy|Drama,beautifully filmed|cooking|family drama|father daughter relationship|food|foreign|loneliness|love|marriage|relationships|secrets|single father,1.9737737,8
3050,3817,"Other Side of Sunday, The (Søndagsengler) (1996)",1996,Comedy|Drama,beautifully filmed|coming of age|foreign|oscar (best foreign language film),1.9977586,9
1401,341,Double Happiness (1994),1994,Drama,unusual plot structure,1.9956899,9
2402,3854,Aimée & Jaguar (1999),1999,Drama|Romance,beautifully filmed|berlin|german|germany|glbt|holocaust|jews|lesbian|love|love story|nazi|nazis|queer|wartime|women|world war ii|wwii,1.9950649,9
2835,3531,All the Vermeers in New York (1990),1990,Comedy|Drama|Romance,art|art house|cinematography|good soundtrack|intimate|loneliness|relationships,1.9929525,9
2387,2839,West Beirut (West Beyrouth) (1998),1998,Drama,civil war|dramatic|ethnic conflict|foreign|friendship|history|intimate|israel|oscar (best foreign language film)|poignant|reflective|unlikely friendships,1.9926877,9
2552,309,"Red Firecracker, Green Firecracker (1994)",1994,Drama,foreign,1.9908679,9
3088,567,Kika (1993),1993,Drama,,1.990807,9
2973,1504,Hollow Reed (1996),1996,Drama,child abuse|drama|gay|gay character|intimate|parenthood|poignant,1.990636,9
3021,864,"Wife, The (1995)",1995,Comedy|Drama,,1.9903548,9
2533,1511,A Chef in Love (1996),1996,Comedy,love|love story|revolution|russian|visually appealing,1.9902945,9
81,2353,Enemy of the State (1998),1998,Action|Thriller,action|action packed|big budget|chase|conspiracy|conspiracy theory|corruption|espionage|exciting|fast paced|good|good action|intense|lawyer|lawyers|mentor|murder|paranoia|secret service|secrets|spies|spy|spying|surveillance|suspense|suspenseful|technology|tense|thriller|tom clancy,1.9911253,10
98,349,Clear and Present Danger (1994),1994,Action|Adventure|Thriller,action|adapted from:book|based on a book|based on book|chase|conspiracy|good|good action|mentor|political|president|secret service|tense|thriller|tom clancy|world politics,1.9846098,10
291,3107,Backdraft (1991),1991,Action|Drama,70mm|action|action packed|brothers|good|good action|great|great movie|intense|mentor|realistic action|special effects|story|tense|vengeance,1.9807818,10
1115,2058,"Negotiator, The (1998)",1998,Action|Thriller,action|action packed|chase|conspiracy|corruption|excellent|exciting|fast paced|good|good action|great acting|great ending|hostage|intense|plot twist|police|police corruption|police investigation|political corruption|suspense|suspenseful|tense|thriller|twists & turns,1.9804966,10
124,733,"Rock, The (1996)",1996,Action|Adventure|Thriller,action|action packed|alcatraz|awesome soundtrack|big budget|chase|explosions|fast paced|good|good action|intense|mentor|pg-13|prison escape|san francisco|suspense|tense|terrorism|vengeance|weapons,1.9693046,10
49,648,Mission: Impossible (1996),1996,Action|Adventure|Mystery,action|action packed|adventure|based on a tv show|betrayal|big budget|chase|complex|complicated plot|conspiracy|espionage|fast paced|good action|secret service|secrets|series|spies|spy|spying|suspense|tense|twists & turns|vengeance,1.9680097,10
238,3753,"Patriot, The (2000)",2000,Action|Drama|War,action|best war films|big budget|civil war|courage|drama|dramatic|epic|factual|freedom|good|historical|history|revenge|revolution|slavery|us history|vengeance|war,1.9668295,10
263,3256,Patriot Games (1992),1992,Action|Thriller,action|action packed|adapted from:book|assassin|assassination|assassins|based on a book|based on book|chase|cia|conspiracy|espionage|fast paced|good|good action|intense|irish|irish accent|mentor|revenge|secret service|secrets|spies|spy|spying|surveillance|suspense|suspenseful|tense|terrorism|thriller|tom clancy|vengeance,1.961794,10
907,1608,Air Force One (1997),1997,Action|Thriller,action|action packed|big budget|chase|conspiracy|exciting|fast paced|good action|lone hero|president|secret service|special effects|terrorism|tom clancy,1.9614837,10
1135,2763,"Thomas Crown Affair, The (1999)",1999,Action|Thriller,caper|heist|original|remake|romance|sexy,1.9600637,10
1266,2107,Halloween: H20 (1998),1998,Horror|Thriller,franchise|good sequel|halloween|horror|original|scary|sequel|sequels|serial killer|slasher|teens,1.995522,11
2600,2713,Lake Placid (1999),1999,Horror|Thriller,horror,1.9954551,11
2950,2260,Wisdom (1986),1986,Action|Crime,,1.9932736,11
632,3879,"Art of War, The (2000)",2000,Action,action|action packed|betrayal|espionage|fight scenes|good action|united nations,1.9932177,11
1791,1388,Jaws 2 (1978),1978,Action|Horror,crappy sequel|franchise|good sequel|original|sequel|sequels|shark|teens,1.9921734,11
2327,879,"Relic, The (1997)",1997,Horror,adapted from:book|based on a book|horror|monster|monsters,1.990268,11
2665,519,Robocop 3 (1993),1993,Sci-Fi|Thriller,action|crappy sequel|cyborgs|franchise|ninja|robots|sci fi|sequel|sequels|violence,1.9899645,11
1686,3826,Hollow Man (2000),2000,Horror|Sci-Fi|Thriller,action|bad cgi|big budget|effects|predictable|sci fi|sci-fi|science fiction|scifi|special effects|technology,1.9899193,11
1263,891,Halloween: The Curse of Michael Myers (1995),1995,Horror|Thriller,franchise|good sequel|halloween|horror|serial killer|slasher|teens,1.9893992,11
1262,1986,Halloween 5: The Revenge of Michael Myers (1989),1989,Horror,franchise|goofy|halloween|horror|murder|sequel|serial killer|slasher|teens,1.9883087,11
819,485,Last Action Hero (1993),1993,Action|Comedy,action|action packed|arnold|fantasy|fun|good action|parody,1.9957519,12
115,2735,"Golden Child, The (1986)",1986,Action|Adventure|Comedy,80s|action|adventure|comedy|fantasy|fantasy world|fight scenes|fun movie|magic|silly|special effects,1.9879304,12
1760,2549,Wing Commander (1999),1999,Action|Sci-Fi,adapted from:game|alien|aliens|bad acting|based on a video game|computer game|first contact|futuristic|mars|sci fi|sci-fi|science fiction|scifi|space|space opera|space travel|special effects|technology|video game|video game adaptation|videogame,1.987607,12
1762,533,"Shadow, The (1994)",1994,Action,1930s|adapted from:comic|comic book|dark hero|pulp|super hero|super-hero|superhero|superheroes|vigilante,1.9871836,12
1129,256,Junior (1994),1994,Comedy|Sci-Fi,arnold|comedy,1.9867812,12
1750,2642,Superman III (1983),1983,Action|Adventure|Sci-Fi,alter ego|bad plot|based on a comic|comic book|comics|franchise|super hero|super-hero|superhero|superheroes,1.9849687,12
1610,673,Space Jam (1996),1996,Adventure|Animation|Children's|Comedy|Fantasy,cartoon|fun movie|silly fun|sports,1.9813738,12
664,3156,Bicentennial Man (1999),1999,Comedy|Drama|Sci-Fi,androids|artificial intelligence|first contact|future|futuristic|humanity|immortality|robot|robots|sci fi|sci-fi|science fiction|scifi|technology,1.9811994,12
2392,761,"Phantom, The (1996)",1996,Adventure,action|adapted from:comic|adventure|based on a comic|comic book|fun movie|jungle|pulp|super hero|super-hero|superhero|superheroes,1.9805026,12
2370,2380,Police Academy 3: Back in Training (1986),1986,Comedy,comedy|franchise|police|sequel|sequels|series|silly fun,1.9801733,12
3044,2525,Alligator (1980),1980,Action|Horror|Sci-Fi,horror|monster,1.9993136,13
2961,3833,"Brain That Wouldn't Die, The (1962)",1962,Horror|Sci-Fi,horror|mad scientist|sci-fi|science fiction,1.9966165,13
2566,332,Village of the Damned (1995),1995,Horror|Sci-Fi,original|remake,1.9966087,13
3006,1692,Alien Escape (1995),1995,Horror|Sci-Fi,,1.9964913,13
1797,3024,Piranha (1978),1978,Horror|Sci-Fi,camp|cult film|horror|splatter,1.9950678,13
