prototype,name,n_descriptors,descriptors
47,"good soundtrack, slackers, guns",3,tags=good soundtrack(score=0.959); tags=slackers(score=0.951); tags=guns(score=0.935)
48,"sacrifice, perfect, cathartic",3,tags=sacrifice(score=0.950); tags=perfect(score=0.940); tags=cathartic(score=0.922)
49,"afi 100, farce, prison",3,tags=afi 100(score=0.970); tags=farce(score=0.967); tags=prison(score=0.954)
50,"twists & turns, drama, virus",3,tags=twists & turns(score=0.986); tags=drama(score=0.978); tags=virus(score=0.975)
51,"based on a book, Thriller, western",3,tags=based on a book(score=0.937); genres=Thriller(score=0.926); tags=western(score=0.909)
52,"Romance, romance, adultery",3,genres=Romance(score=0.975); tags=romance(score=0.937); tags=adultery(score=0.925)
53,"loneliness, addiction, nuclear war",3,tags=loneliness(score=0.960); tags=addiction(score=0.947); tags=nuclear war(score=0.935)
54,"chess, genocide, hit men",3,tags=chess(score=0.956); tags=genocide(score=0.956); tags=hit men(score=0.934)
55,"better than the american version, sequel, vengeance",3,tags=better than the american version(score=0.970); tags=sequel(score=0.964); tags=vengeance(score=0.959)
56,"spies, philip k. dick, apocalypse",3,tags=spies(score=0.968); tags=philip k. dick(score=0.967); tags=apocalypse(score=0.955)
57,"Action, action, post-apocalyptic",3,genres=Action(score=0.947); tags=action(score=0.944); tags=post-apocalyptic(score=0.934)
58,"tolkien, james bond, visceral",3,tags=tolkien(score=0.983); tags=james bond(score=0.953); tags=visceral(score=0.944)
59,"short, pretentious, confrontational",3,tags=short(score=0.993); tags=pretentious(score=0.922); tags=confrontational(score=0.919)
60,"environment, weird, stylized",3,tags=environment(score=0.964); tags=weird(score=0.959); tags=stylized(score=0.956)
61,"kurosawa, robbery, surfing",3,tags=kurosawa(score=0.967); tags=robbery(score=0.927); tags=surfing(score=0.927)
62,"disturbing, incest, spain",3,tags=disturbing(score=0.970); tags=incest(score=0.956); tags=spain(score=0.942)
63,"sappy, feel-good, civil war",3,tags=sappy(score=0.947); tags=feel-good(score=0.937); tags=civil war(score=0.926)
64,"stand-up comedy, beer, multiple storylines",3,tags=stand-up comedy(score=0.958); tags=beer(score=0.918); tags=multiple storylines(score=0.894)
65,"exceptional acting, relationships, jane austen",3,tags=exceptional acting(score=0.963); tags=relationships(score=0.929); tags=jane austen(score=0.917)
66,"aardman studios, claymation, shakespeare",3,tags=aardman studios(score=0.939); tags=claymation(score=0.939); tags=shakespeare(score=0.906)
67,"Children's, bad plot, video game adaptation",3,genres=Children's(score=0.970); tags=bad plot(score=0.953); tags=video game adaptation(score=0.949)
68,"holiday, mathematics, sentimental",3,tags=holiday(score=0.924); tags=mathematics(score=0.914); tags=sentimental(score=0.910)
69,"video game adaptation, Children's, 3d",3,tags=video game adaptation(score=0.966); genres=Children's(score=0.944); tags=3d(score=0.933)
70,"italy, figure skating, corny",3,tags=italy(score=0.955); tags=figure skating(score=0.938); tags=corny(score=0.937)
71,"technology, college, sports",3,tags=technology(score=0.976); tags=college(score=0.965); tags=sports(score=0.949)
72,"life & death, rape, slavery",3,tags=life & death(score=0.975); tags=rape(score=0.974); tags=slavery(score=0.973)
73,"cute!, weed, plot twist",3,tags=cute!(score=0.976); tags=weed(score=0.969); tags=plot twist(score=0.964)
74,"whimsical, talking animals, good sequel",3,tags=whimsical(score=0.977); tags=talking animals(score=0.938); tags=good sequel(score=0.926)
75,"israel, poignant, incest",3,tags=israel(score=0.974); tags=poignant(score=0.973); tags=incest(score=0.970)
76,"remake, adapted from:game, destiny",3,tags=remake(score=0.961); tags=adapted from:game(score=0.955); tags=destiny(score=0.951)
